1410,10217
782,10216
638,10199
1000,10184
1809,10151
1091,10147
1572,10120
1876,10115
1811,10113
1868,10105
903,10103
1686,10099
1901,10099
211,10074
1682,10071
1282,10070
1817,10054
1627,10052
706,10040
1492,10035
1954,10028
1745,10026
2001,10017
25,9996
1570,9959
127,9950
1181,9928
1557,9899
1554,9898
165,9894
1307,9889
167,9889
490,9887
250,9866
1299,9845
691,9841
498,9835
710,9824
307,9818
54,9814
1574,9814
724,9813
1171,9811
223,9806
254,9801
1595,9793
1917,9784
52,9780
247,9778
1837,9763
823,9756
166,9738
246,9725
1224,9723
769,9695
1936,9673
1210,9668
51,9667
1252,9665
454,9663
1446,9654
48,9654
983,9637
235,9630
1021,9624
892,9619
1060,9607
1905,9595
1024,9592
1537,9589
1287,9575
1643,9571
1477,9550
1667,9550
369,9536
1250,9534
1039,9523
1006,9481
576,9475
1641,9474
1980,9465
943,9442
1152,9435
739,9431
768,9426
1144,9426
902,9409
630,9407
136,9407
1404,9402
1792,9396
33,9384
500,9382
934,9380
995,9379
1074,9370
171,9348
1845,9342
1227,9341
1937,9339
404,9330
1740,9327
289,9320
897,9318
790,9307
368,9300
182,9279
318,9276
685,9272
1115,9270
1832,9261
608,9260
185,9254
50,9253
172,9250
945,9247
432,9237
829,9236
712,9224
1300,9217
1332,9214
884,9211
893,9203
1891,9203
1407,9200
1844,9199
1417,9188
877,9183
605,9180
201,9167
776,9151
665,9144
968,9141
261,9138
1588,9132
41,9114
1801,9113
1400,9112
1003,9111
1706,9107
975,9094
1158,9092
1519,9090
1,9084
1390,9071
310,9065
1578,9064
112,9060
827,9051
1133,9050
981,9042
1698,9039
424,9037
1713,9032
886,9025
516,9022
428,9009
645,9009
1993,9008
1971,8999
987,8980
1361,8979
313,8979
144,8961
499,8960
1853,8958
1258,8946
538,8944
1450,8943
1818,8943
1688,8917
1863,8915
864,8911
1447,8906
275,8902
248,8902
97,8896
1779,8887
721,8884
478,8881
18,8879
655,8876
346,8874
1864,8863
1615,8857
1670,8856
1435,8854
833,8852
1678,8842
1102,8833
292,8826
210,8805
765,8795
1470,8783
479,8781
357,8779
727,8768
1147,8767
738,8764
57,8749
131,8745
820,8743
1736,8726
1806,8724
294,8719
1693,8716
871,8701
545,8697
1527,8696
417,8689
986,8673
935,8652
1291,8652
1472,8646
1086,8640
189,8634
429,8632
1913,8622
1743,8616
1117,8605
1970,8590
260,8587
338,8579
874,8570
760,8569
359,8565
168,8563
909,8561
1358,8559
1881,8559
614,8557
1589,8550
1949,8548
1526,8546
835,8541
748,8538
352,8533
1007,8532
330,8513
1644,8494
1782,8491
215,8485
1445,8483
1052,8478
1594,8476
1461,8476
1259,8470
1664,8460
197,8456
1746,8448
1213,8448
990,8442
1150,8440
1661,8439
1004,8438
656,8438
1054,8434
1999,8433
1848,8432
1820,8429
772,8422
1440,8415
648,8411
115,8398
69,8396
283,8381
483,8372
1177,8367
950,8330
1330,8329
1449,8326
94,8306
679,8300
1699,8292
464,8290
603,8284
682,8280
99,8279
1411,8274
124,8272
1218,8267
924,8254
1770,8228
1947,8226
1629,8226
534,8224
759,8217
533,8210
1656,8202
585,8197
1721,8195
692,8189
365,8188
1677,8188
1599,8165
604,8163
1022,8161
392,8158
145,8149
402,8148
840,8145
1025,8141
610,8136
1345,8122
1313,8113
626,8102
1663,8093
1137,8092
788,8090
993,8087
1765,8083
340,8080
147,8079
1398,8074
1378,8073
91,8066
1979,8063
65,8056
1690,8042
1964,8039
1234,8027
47,8022
381,8020
1351,8020
1731,8016
1659,8004
752,8004
1585,8003
1217,8002
87,7995
1577,7981
1483,7979
549,7972
180,7971
1402,7969
1540,7966
700,7960
1071,7959
634,7951
867,7947
1647,7933
1581,7923
1056,7920
419,7917
1990,7905
1893,7904
263,7903
1857,7892
1555,7886
1898,7885
1528,7880
32,7873
1353,7872
1952,7870
1005,7864
1514,7863
399,7849
1763,7841
407,7838
1481,7838
1914,7834
1318,7834
794,7833
462,7831
1576,7830
1194,7829
1182,7826
1288,7825
394,7819
1728,7812
636,7809
153,7808
1637,7802
395,7802
1551,7801
242,7798
1468,7793
110,7789
991,7774
440,7773
1750,7769
16,7764
1926,7763
374,7757
1870,7756
528,7737
1200,7736
13,7735
1157,7727
996,7713
1850,7707
90,7704
1967,7697
1623,7686
27,7680
463,7679
315,7678
938,7675
1405,7669
1531,7668
140,7649
508,7648
815,7647
1166,7639
370,7634
1691,7630
1062,7619
1694,7617
257,7616
1215,7612
1169,7606
866,7600
933,7599
1098,7594
1959,7593
1348,7592
749,7592
49,7583
1908,7579
1793,7572
1593,7569
507,7568
469,7567
707,7564
312,7564
569,7560
311,7559
325,7544
1533,7533
868,7530
61,7529
1787,7519
894,7512
1308,7509
802,7509
750,7507
1138,7506
1695,7505
532,7503
44,7497
548,7497
430,7495
1478,7494
979,7487
1274,7482
1639,7481
401,7479
1791,7479
850,7477
1298,7472
405,7469
220,7459
1776,7459
1580,7455
917,7453
671,7451
345,7446
21,7446
1916,7436
1385,7433
308,7432
1646,7426
1860,7425
76,7425
564,7416
270,7414
514,7401
668,7400
1727,7397
1418,7388
737,7386
860,7381
1340,7371
193,7368
132,7366
272,7345
2005,7338
486,7324
86,7319
1110,7310
104,7307
1422,7307
703,7301
1335,7295
1381,7294
1451,7294
304,7285
1303,7279
1994,7273
468,7265
1397,7257
1094,7255
599,7251
855,7242
1830,7237
1652,7230
421,7223
158,7221
1013,7208
912,7207
865,7193
1496,7190
539,7188
1480,7182
134,7171
1457,7169
1742,7168
546,7165
470,7158
237,7157
1184,7155
444,7147
504,7146
1423,7143
75,7131
1036,7125
1838,7121
1306,7121
1803,7116
786,7114
1143,7113
125,7107
1015,7097
149,7092
1689,7091
650,7083
1500,7076
1861,7073
1849,7069
1241,7066
467,7065
1183,7060
1824,7059
633,7054
331,7052
319,7052
1534,7049
1912,7048
619,7043
560,7033
1852,7031
1985,7023
1771,7020
1363,7018
367,7014
723,7013
1511,7012
1535,7008
300,7004
763,6990
570,6988
775,6985
558,6984
1826,6983
859,6980
1951,6978
1825,6977
969,6968
1862,6967
58,6967
805,6966
556,6960
901,6948
1552,6945
949,6945
1669,6940
875,6934
1840,6930
974,6930
1037,6925
1191,6925
1111,6923
742,6919
1095,6916
553,6913
1069,6910
792,6908
1754,6905
205,6905
1032,6903
1376,6902
187,6899
1777,6896
24,6886
1697,6885
1368,6883
1676,6882
1668,6878
1047,6875
372,6870
135,6860
371,6860
1229,6855
856,6845
214,6834
587,6834
1807,6829
735,6814
905,6801
1134,6797
1165,6797
1254,6792
1324,6791
364,6791
770,6790
1208,6789
627,6787
443,6781
11,6779
1602,6779
718,6777
1831,6775
79,6761
55,6754
1635,6746
1123,6743
243,6742
676,6740
1918,6736
1610,6735
176,6733
221,6730
989,6726
285,6725
976,6711
857,6693
317,6692
716,6681
1048,6678
1884,6672
1613,6671
693,6668
1507,6661
102,6659
1539,6656
657,6640
1823,6636
662,6636
882,6628
1880,6620
20,6619
1925,6618
791,6605
1798,6605
1859,6599
466,6598
1075,6598
1755,6598
361,6593
1707,6589
439,6585
1027,6580
1930,6576
43,6575
1077,6570
249,6569
396,6561
1278,6559
457,6554
1903,6549
722,6549
1875,6549
1842,6543
382,6537
122,6533
730,6529
690,6517
1935,6514
1379,6509
447,6503
1522,6500
629,6491
66,6489
523,6485
761,6484
1356,6474
339,6459
1104,6458
505,6456
1073,6455
459,6449
1249,6448
1464,6448
1339,6447
1532,6446
1372,6444
1179,6442
891,6442
1927,6439
1934,6431
333,6423
1314,6420
1760,6410
674,6405
1292,6404
286,6402
1286,6401
524,6401
1827,6400
542,6399
997,6398
1198,6398
12,6394
1953,6387
305,6385
1326,6384
1101,6378
1568,6374
928,6371
1427,6354
1267,6352
196,6347
1170,6345
1453,6332
1541,6311
2007,6309
1813,6307
578,6301
1130,6301
1996,6300
980,6299
418,6298
1598,6297
1834,6291
701,6285
800,6284
1512,6282
1014,6270
1384,6268
314,6265
1518,6264
456,6262
920,6260
1609,6260
1497,6258
1556,6248
1665,6247
1976,6246
471,6244
541,6244
1942,6241
449,6241
952,6239
1388,6238
970,6238
105,6234
1001,6234
1409,6233
1878,6232
615,6231
1088,6230
606,6229
1711,6223
1029,6223
1571,6222
453,6220
1889,6211
984,6209
224,6209
1311,6207
1089,6203
870,6201
767,6198
2006,6193
1545,6180
98,6180
40,6175
940,6172
783,6171
1775,6171
1018,6165
1337,6160
740,6156
219,6156
1505,6156
1038,6144
1969,6143
491,6141
818,6141
1872,6137
1795,6134
334,6126
403,6123
1081,6120
495,6120
1546,6117
1708,6113
276,6112
327,6108
830,6107
1279,6107
1347,6107
1586,6104
732,6099
796,6097
1336,6096
1940,6094
209,6093
1199,6090
849,6087
1256,6083
360,6069
1636,6066
743,6065
1172,6054
588,6053
931,6047
825,6047
2004,6043
1297,6037
529,6036
1399,6034
1322,6024
923,6019
824,6017
509,6017
159,6016
684,6012
1375,6009
175,6008
1264,6001
736,6000
1906,5992
472,5990
795,5981
1296,5978
598,5976
967,5975
1767,5973
960,5971
1938,5967
1156,5965
513,5958
1681,5957
295,5956
1426,5955
709,5949
183,5948
1452,5938
6,5932
1873,5931
1839,5931
962,5930
1617,5926
451,5926
1960,5915
547,5914
290,5913
1436,5911
1600,5904
5,5903
771,5902
613,5899
477,5899
1657,5897
1293,5896
406,5893
697,5889
681,5889
1245,5886
1467,5883
1090,5882
1499,5880
284,5875
366,5867
971,5863
1882,5862
256,5861
337,5856
1128,5855
62,5846
1515,5845
238,5839
1247,5836
1063,5833
639,5832
378,5828
667,5826
1151,5820
148,5809
1019,5805
1159,5803
1983,5795
1149,5793
1009,5787
1524,5785
1377,5783
561,5776
1888,5775
356,5766
1070,5755
888,5751
1761,5743
328,5740
1549,5721
1714,5717
442,5715
1459,5707
1316,5705
1944,5704
1592,5703
959,5702
1364,5699
1275,5698
1016,5698
484,5694
1516,5693
240,5690
625,5689
954,5686
918,5685
593,5683
1679,5683
1315,5675
297,5675
435,5669
116,5664
1057,5664
485,5662
858,5655
688,5647
206,5634
1513,5632
926,5628
1542,5625
1454,5620
683,5617
1136,5601
680,5597
581,5597
437,5596
1463,5593
602,5591
227,5589
1236,5582
1413,5582
612,5581
1289,5579
1800,5572
252,5565
661,5564
348,5563
1720,5561
985,5554
186,5551
88,5551
1342,5550
1909,5543
914,5534
628,5520
1321,5511
1759,5495
563,5493
947,5493
28,5493
309,5476
410,5473
53,5473
1603,5472
958,5470
422,5465
84,5465
1355,5458
1702,5456
1640,5455
1421,5452
489,5451
663,5447
386,5445
616,5440
1508,5437
1471,5435
329,5425
620,5422
113,5413
1008,5410
1220,5406
321,5406
1064,5405
913,5401
1573,5400
1301,5396
354,5392
1709,5391
1606,5391
1752,5388
1120,5386
572,5373
450,5370
1162,5369
660,5360
1998,5359
9,5358
1263,5354
881,5354
851,5347
1155,5342
817,5340
231,5339
123,5338
1879,5333
1432,5330
259,5330
118,5320
1221,5310
1196,5308
413,5307
658,5305
67,5304
642,5304
387,5303
1186,5299
82,5294
1785,5294
93,5276
1835,5274
1225,5272
1504,5267
73,5266
555,5262
1127,5261
1666,5256
236,5255
408,5253
492,5248
1995,5246
1638,5238
1017,5235
965,5233
861,5226
1902,5226
233,5219
119,5218
601,5216
269,5215
1327,5206
1631,5204
1582,5203
1226,5189
1550,5182
1195,5178
228,5178
293,5176
666,5174
208,5159
977,5149
1295,5147
659,5141
1989,5139
726,5135
475,5131
411,5130
1590,5130
68,5128
188,5126
1897,5121
939,5121
1769,5116
777,5114
268,5105
92,5098
1012,5095
1455,5090
1469,5089
1653,5084
517,5083
624,5080
384,5068
1843,5066
904,5064
1719,5062
1474,5061
56,5061
623,5060
423,5059
95,5050
1002,5038
643,5035
819,5033
1705,5030
267,5029
1700,5029
651,5028
568,5026
1735,5022
460,5013
1680,5001
1587,4993
323,4992
1367,4992
1223,4992
929,4986
1408,4976
1420,4966
1415,4963
766,4962
1439,4948
1648,4947
1596,4945
1723,4943
951,4935
1733,4933
1116,4932
1973,4932
1816,4930
847,4928
138,4927
15,4923
46,4923
1369,4921
944,4915
1536,4914
536,4913
103,4910
1607,4899
1486,4895
1092,4894
1583,4888
1758,4887
916,4884
1261,4879
1051,4879
111,4873
957,4868
596,4865
1305,4863
488,4859
245,4855
932,4854
746,4854
806,4854
502,4852
1981,4851
1814,4848
1563,4845
156,4832
826,4830
1142,4828
821,4826
258,4816
646,4810
265,4809
1732,4805
915,4803
216,4802
1280,4802
70,4801
1972,4795
672,4786
880,4775
414,4770
1026,4770
465,4767
574,4758
1915,4749
1804,4740
1244,4737
350,4728
1126,4725
1050,4722
1614,4720
1122,4715
1997,4714
848,4711
1065,4710
717,4697
1320,4696
1193,4695
143,4689
427,4679
908,4679
1430,4677
17,4676
355,4674
416,4670
797,4668
654,4667
1968,4665
814,4661
1479,4647
1941,4646
1240,4635
1633,4624
686,4623
349,4620
1044,4616
543,4606
1406,4605
1961,4600
511,4599
262,4597
1883,4596
1490,4593
1886,4591
1042,4586
1262,4584
778,4582
1675,4572
1394,4565
713,4564
937,4550
550,4547
277,4539
810,4539
878,4532
1645,4521
1141,4508
653,4503
38,4503
622,4498
789,4497
1239,4496
1082,4492
390,4491
1718,4488
1784,4487
890,4486
1660,4481
1392,4481
1737,4478
229,4473
1986,4472
519,4471
1425,4471
1772,4468
83,4465
580,4456
1197,4456
1265,4450
207,4448
896,4448
398,4446
731,4442
873,4426
1624,4424
448,4424
1553,4422
81,4422
540,4420
476,4417
1799,4409
1045,4406
1729,4397
1107,4394
1349,4388
813,4386
846,4386
203,4376
1649,4375
978,4374
779,4372
1520,4370
889,4367
807,4367
1458,4366
694,4360
1650,4359
244,4356
1642,4353
1235,4340
121,4327
199,4324
1501,4317
1304,4316
194,4314
1790,4314
1684,4310
101,4310
1192,4306
785,4305
597,4299
798,4285
715,4279
1041,4271
400,4266
1948,4266
1841,4264
1741,4262
181,4262
170,4254
1214,4252
831,4246
1753,4243
899,4240
19,4238
1815,4236
512,4234
1202,4231
544,4229
964,4225
1739,4215
675,4205
1965,4202
1833,4197
1877,4192
266,4191
1266,4183
35,4182
1310,4177
586,4165
531,4164
582,4163
63,4157
1114,4156
1161,4152
744,4150
2,4149
1371,4147
1383,4143
1924,4133
232,4132
559,4130
583,4130
1780,4118
64,4111
942,4111
1167,4107
1380,4100
1207,4099
843,4090
129,4090
1575,4089
670,4078
455,4076
1020,4075
1040,4073
1710,4067
1562,4066
1061,4057
141,4054
1489,4052
1190,4050
72,4049
1395,4039
1366,4035
1687,4032
1498,4032
1433,4030
1654,4021
296,4016
155,4009
664,3999
854,3993
762,3990
635,3989
757,3968
1105,3965
1270,3962
1874,3958
389,3948
1011,3940
609,3937
288,3937
1919,3935
383,3923
1847,3922
955,3916
632,3912
1176,3910
1749,3910
1751,3905
1612,3904
1601,3902
994,3901
600,3894
303,3874
452,3872
1605,3872
1180,3871
1794,3869
1628,3869
1096,3865
1429,3863
756,3859
241,3856
641,3853
1260,3846
1046,3846
1896,3844
1212,3843
1253,3836
192,3836
1079,3829
702,3826
803,3818
279,3817
316,3814
1484,3812
1899,3807
1125,3794
911,3793
961,3792
1774,3792
397,3791
1871,3787
711,3785
1974,3780
828,3778
781,3763
1692,3763
1401,3741
1907,3741
1343,3738
30,3737
1523,3736
184,3735
1124,3731
1658,3730
1789,3728
838,3725
551,3722
1987,3721
696,3720
571,3719
336,3712
927,3712
1465,3710
1923,3705
677,3704
1630,3700
1072,3698
562,3687
1634,3684
1139,3684
1977,3682
128,3680
808,3677
956,3676
415,3670
1462,3668
1701,3664
1966,3660
809,3653
1855,3648
1078,3640
845,3639
842,3639
150,3631
885,3629
764,3627
458,3616
689,3614
496,3612
1391,3612
409,3610
834,3596
1894,3591
1238,3591
1112,3589
836,3562
1228,3561
1424,3561
108,3557
1309,3547
948,3542
281,3537
1087,3536
341,3533
1135,3531
154,3522
522,3520
137,3507
178,3504
1333,3502
780,3500
1437,3496
362,3486
1053,3483
741,3482
804,3481
1360,3476
1174,3467
1766,3465
1319,3464
375,3460
907,3449
126,3448
1416,3444
1154,3443
1929,3442
673,3435
1148,3426
251,3425
326,3419
837,3406
1281,3403
1412,3403
584,3400
1271,3388
1854,3385
1419,3385
1466,3383
436,3375
1118,3365
698,3363
879,3356
1216,3355
1922,3353
1323,3352
1764,3350
1717,3349
734,3346
107,3345
617,3344
130,3340
510,3333
1655,3331
1900,3328
972,3319
162,3317
1604,3312
1153,3306
518,3289
1781,3282
595,3268
1869,3261
589,3260
1386,3260
1955,3236
114,3233
1206,3230
631,3212
1491,3209
1671,3198
930,3196
592,3193
1160,3192
1431,3180
480,3179
1370,3173
1354,3170
179,3169
133,3165
85,3159
1911,3156
678,3152
708,3149
391,3133
1080,3133
1334,3129
218,3126
1662,3125
1730,3121
501,3119
120,3118
1892,3114
31,3110
163,3089
190,3083
1565,3083
1219,3070
1312,3066
1273,3050
1188,3044
1910,3042
412,3041
1778,3040
1956,3040
160,3025
1268,3022
1704,3010
1822,3009
1382,2998
74,2986
992,2986
1564,2984
1525,2984
1121,2973
77,2965
1283,2964
1269,2963
1246,2963
552,2960
2000,2951
1509,2950
1362,2948
1222,2947
1620,2947
152,2941
816,2935
253,2932
45,2912
441,2911
106,2906
537,2906
1189,2894
566,2893
1566,2886
1819,2885
1829,2868
388,2858
1163,2854
379,2850
1393,2848
1341,2841
1747,2839
1836,2833
351,2832
687,2829
530,2817
1608,2812
1738,2808
1621,2804
59,2797
982,2795
96,2783
497,2772
1100,2767
1584,2750
100,2748
876,2732
393,2728
895,2714
324,2711
1257,2709
1277,2701
745,2698
1963,2683
1211,2677
526,2675
1242,2670
699,2656
503,2644
1543,2639
1066,2638
2002,2637
1756,2637
222,2627
1715,2616
274,2598
1510,2589
1276,2585
164,2584
282,2566
520,2566
1945,2552
839,2551
157,2541
494,2525
202,2512
14,2509
1851,2499
1444,2497
1352,2496
1085,2488
527,2477
1703,2468
342,2456
573,2450
1059,2450
1175,2449
900,2446
212,2430
1768,2428
1083,2418
225,2416
1109,2411
1958,2390
1145,2383
1187,2382
1097,2379
1716,2373
1209,2369
1251,2360
1031,2353
1365,2346
264,2340
1201,2329
1058,2309
554,2306
1442,2305
271,2293
863,2288
1521,2287
26,2246
1350,2243
1548,2240
335,2234
1928,2220
1931,2219
1146,2214
618,2208
1164,2164
481,2156
1828,2147
358,2130
705,2128
1632,2114
883,2114
1895,2110
474,2108
1805,2108
287,2084
1943,2076
1724,2074
755,2072
1651,2070
169,2065
1476,2056
1978,2048
1173,2043
1618,2033
1359,2027
302,2025
1434,2016
822,2006
1231,2001
1734,1999
575,1998
376,1982
146,1973
1185,1957
1904,1954
1712,1954
1622,1952
434,1945
42,1936
910,1933
1744,1889
966,1886
487,1875
1485,1872
1067,1855
521,1850
557,1834
1230,1824
2003,1821
1685,1819
1034,1819
1529,1810
644,1809
747,1802
1108,1790
1626,1789
36,1781
1414,1758
1255,1727
1294,1723
649,1718
1456,1714
1344,1709
535,1679
1338,1672
1403,1663
1248,1662
226,1640
1387,1635
1441,1629
567,1622
1023,1579
1786,1570
998,1566
60,1527
1010,1502
373,1467
1569,1467
71,1415
812,1400
811,1388
1962,1386
332,1362
306,1362
1560,1348
1035,1327
1673,1318
774,1311
431,1290
1099,1249
1757,1228
278,1228
1495,1218
161,1149
78,1139
1856,1135
591,1084
801,1075
1865,1071
191,1065
1544,1058
4,1048
1674,1044
1203,1037
7,995
291,984
1055,924
1538,891
754,814
1939,806
862,775
988,769
784,760
1975,661
758,651
1448,642
1487,617
493,608
1204,599
1921,586
922,570
1488,534
898,478
1796,471
1810,459
1846,441
1284,419
1325,417
751,386
301,362
1920,360
872,291
